label	text_a
1	什么叫值机？
8	南宁机场电话
0	你好，我发现航线图不准确啊
12	北部湾航空公司随身携带行李限额
15	旅客在机场临时申请特殊餐食要提前多长时间
15	申请加群一天了，没反应。
1	无成人陪同儿童票怎么购买
2	今天西部航空航班延误，怎么没奖励旅豆呀
1	怎样帮别人取消值机
4	收不到注册验证码
15	我换航班座位
12	飞机上能带零食吗
12	腊肉可以带吗？
11	国际机票验真
19	还是不行啊
4	如何找回账号？
1	为什么手机不能值机？？
1	为什么客票不能值机
15	请问航班是延误四小时以上可以申请赔偿吗？
1	携带0-2岁婴儿如何值机
19	现在这个界面太差
12	西瓜能手提上飞机马
14	机票得发票
12	有行李托运，可以网上值机吗
1	手机值机后还需要打印登机牌吗？
15	软件的飞行模式
0	请问，可以帮我查一下我🈶机票记录吗
12	一个箱子，一个包总重不超过20公斤，两个都可以托运吗？
20	74岁的老人坐飞机有什么规定
0	查不到我的行程
1	为不同仓位他人选座。如何操作？
12	坐飞机可以带充电宝吗？
14	可以重新分开开发票吗
1	舱位等级与已添加乘客不同
1	怎样才能为多个同行人员值机
11	全价机票怎么看
4	现在新电话无法认证
20	VIP贵宾厅
19	一直不回复
0	用护照号怎么查询航班
14	乘机凭证
0	我订完机票但是纵横没有显示？
18	ok
14	请问发票没给我
1	我不是乘客可以帮别人值机吗
0	为什么显示退票
15	登机前，要开箱检查吗
20	机场巴士
11	儿童自行座飞机✈️怎么买票呢
12	背包可以行李托运吗
0	为什么我的行程看不到
12	充电宝可以上飞机吗
13	如何无纸乘机
1	zh8562请帮我取消值机
1	4792162353007不能预约值机？
12	行李限额
8	航旅电话
1	同行人与主乘客是同航班但是不同舱位要怎么给公务舱的值机
1	怎么进行为他人选座？
0	国际机票能验真伪吗
5	出生证明证件号
12	鸡蛋能带上飞机或者托运吗
15	QQ加了没人管
12	充电宝能带吗
1	修改位置
5	身份证丢失咋登机
1	请问预约的时候三个人选座是一起的，为什么取票时一个位置就变动了
1	国际航班可以选座吗
8	南方航空的电话是多少
4	认证不成功
12	你好，我有一个小米移动电源，20000毫安，能带上飞机不
1	福州到香港的机票可以值机吗
4	需要审核多久啊
12	狗狗可以托运吗
15	飞行次数不对啊
1	儿童网上值机
15	怎么买延误险
0	怎么查看以前的航班信息
1	你还，买飞机票时已经预定了座位，那在航旅纵横上就不用在选座位了吗
1	帮我取消值机
14	上周我刚刚出差去广州，我需要获取从三亚到广州再从广州回三亚的行程单，如何获得
1	手机值机可以提前多久
1	怎么乘坐飞机
13	2月15日，从西安到深圳的MF1114，如何打印登机牌？
20	孕妇乘机
1	我今天花土沟到西宁的机票，需要取消值机
1	手机选座页在哪
15	我要改签
14	设置自动发送乘机证明
12	液体托运
20	婴儿需要领取飞机票吗
1	这个人的座位取消不了
15	转机时间跟到达不少于多少小时
20	三年前安装心脏起搏器，能乘坐飞机吗？
0	添加了客票信息，说添加行程失败，是怎么回事呢？
1	那我不能提前选位吗
4	用手机号登陆，显示身份证已被其他账号登陆
1	应急出口的座位怎样预订
15	起飞前多久停止值机
14	我需要乘机证明你能搞定吗
1	如何添加同行人？
0	怎么查我的机票
1	可以手机选座了吗？
12	雨伞如果放在行李箱里需要拿出来安检吗？
15	直接充钱可以看机场雷达吗
1	如何添加好友值机
1	我能否帮他人选座
1	值机无法取消
0	已经手动添加但还是无法显示
1	预约值机失败
1	可以提前值机亚洲航空的航班吗
1	明天的机票，为什么还不能确定座位
1	添加同行人，显示我重复预约是怎么回事？
1	手机软件怎么选座位
12	厦门航空MF8571可以托运蜂蜜吗
12	iqos可以带上飞机吗
15	里程数是如何统计的
1	取消座位
4	我该如何知道是哪个帐号认证了
0	2011年前的行程没有？
1	如何取消已值机航班
1	我自己可以选坐，为何帮朋友选择，就这个提示
1	幼儿如何办理值机？
15	提前多久关闭值机
0	行程已添加但没有显示
15	到机场的时间
0	不能提取行程
1	我是经济仓，可以选第六排座位不
1	为什么有的不支持手机值机呢
12	我7/17号乘国航从美国纽瓦克机场飞北京，我可以提着一个工艺钟以替代手提行李上飞机吗？我是公务舱
1	为什么已经直机好了，座位被换了
1	取消预约选座
1	怎么没有选坐功能了？
11	机票上的信息怎么看
15	你好，由于飞机延误，我需要退票，请帮我处理。
15	我想知道拍的照片去哪？
5	儿童乘机证件
1	小孩子不能手机选座吗
12	三个人一个大箱子里，30公斤
0	我如何查看 我儿子的航班信息
0	怎样查看别人的飞行记录
8	海南航空人工客服电话
13	电子登机牌可以在机场打印出纸质登机牌么
12	行李托运费用
14	电子行程单怎么下载
10	值机后如何添加常旅客号码
1	为什么每次选座位只能选择三个
0	使用过的航程还可以添加么
19	是穷雇不起员工吗
1	座位更改
12	可以带几条香烟
1	你好，我已完成认证，怎么不能办理值机，点值机时为向又要求认证？
1	为什么前面的位置不能选？
12	20000mAh的充电宝可以带上飞机吗
12	乌龟如何办理托运
13	发送同行人的电子登机牌
1	明天的飞机为什么今晚不能值机
4	这个不是本人的证件
15	里程兑换升舱
1	机翼旁边靠窗的位置有哪些
14	请问哪里有电子发票
1	第一次坐飞机可以在APP 上选座位吗？
4	你好，我是港澳通行证，认证里没有这一栏，只有港澳居民，我国内订票需要用通行证，现在只能选其它来认证，这个一直没通过，比较急
12	为什么我乘坐的飞机，别人有免费7公斤的行李托运，我没有免费行李额呢
15	请问怎么改签
1	为什么我的座位被更改了
13	请问可以帮朋友值机出电子登机牌吗？
0	我想查查国内机票是否预订成功
1	更换不了座位
1	预定座位还可以换吗
1	怎么删除常用联系人
1	小孩可以选择座位号吗？
14	行程单如何打印
8	咨询电话是多少？
12	没有免费行李额是什么意思
1	哪里在线选座
0	BK3142航班信息咋查不到？
20	如何申请有氧仓位
11	机票身份证号码对的名字不对能登机吗
3	武汉到拉萨的机票，可以在航旅纵横中买吗？
19	哪个群里能解决问题？
4	怎么删除我的证件
1	预约值机什么时候能成功
1	怎么通过该软件帮别人选位置
14	行程单打印
1	为什么选不了座
14	登记牌丢了无法报销怎么补打
14	如何打印电子行程单
12	洗面奶200毫升的可以带吗？
1	为啥取消不了值机
0	上个月的飞行记录未显示，怎么添加
1	航班保护要多久
12	飞机上可以带新鲜的腊肉么。
11	为什么  我同时购买两个人的机票
5	临时居民身份证
1	值机添加其他乘客
1	我订的是新加坡航空公司的航班 可以在这个APP上办理值机吗？
1	航班取消要改签。可是已经值机了改不了
12	充电宝可以带上飞机吗？
20	请问婴儿几个月可以乘飞机
0	我怎样查看我前几天的机票行程
5	你好，没有身份证怎么办
11	怎么定票
1	说航班不支持手机选座
19	神经病
13	电子登机牌没有扫描可以用嘛
8	有电话咨询吗
12	可以带水果上飞机么
8	有人工服务吗？
1	怎么为同伴值机
12	20寸箱子可以带上飞机吗
15	open票是啥意思
15	您好，我需要退下机票
1	你好！请问在哪选座位？
12	卷发棒可以随行李托运吗
19	你们怎么回事
20	有高血压史的80岁老人购买飞机票有什么要求？
12	22号晚上七点左右金鹏航空的Y87542的航班行李限额是多少
12	t1航站楼的头等舱托运行李的地方在哪
12	托运重量
2	划线的旅豆一直没结算
7	要提前多久可以付费升舱
15	你好，我的行李丢在了三亚凤凰机场行李打包处，我想找回来。
11	可以查到我的机票信息吗？
1	怎么办理会员选座位
4	身份信息已被认证
12	飞机上哪些东西不能带
4	想知道以前的行程 但是手机号换了
12	坐国际航班，扫地机器人可以托运吗？
15	现在我想机票改期了哦
12	请问手机值机选座后如何托运行李？
1	无法选座位
1	小孩子如何值机
0	如何手动添加行程
5	2周岁以内婴儿登机证件
8	厦门航空公司电话
5	身份证过期
0	行程一直显示使用中
4	护照添加不了
1	申请取消6月17深圳到上海的厦航值机
1	我都不能办理值机什么情况
1	您好！怎么选川航3U8878航班6月23日的座位号？
0	为啥查不到我明天得行程
1	几点可以选座
11	可以购买机票吗
15	改签费用
5	天河机场+临时身份证办理
20	如何领取失物？
0	想问下，如果买的香港快运的航班，可以添加进来的吗
13	怎么补打登机牌
1	如何添加不同乘机人
12	充电宝可以带吗
1	安全出口位置
19	没看懂
1	为什么我航班选不了座位？
0	添加行程多久成功
11	我先买票
13	拿户口本在哪里取票
15	我们赶不上飞机，可以改签吗
1	如何在手机上选座
15	你好，我想改签，机票还是我之前的价格嘛
1	航旅纵横支持国航，南航，东航手机值机吗
9	什么是联程机票
1	为什么说我非本人行程，不能选座呢？
17	有用吗
20	儿童乘机
1	无法添加同行人，提示不能重复预约
1	怎么帮别人国际航班值机
19	扯淡，耽误旅客时间
1	为什么我的座位被更改
15	我想问下明天的天气A461航路，会影响南宁到杭州的航班吗？
0	怎么没有显示我从莫斯科到圣彼得堡的行程
1	如何选座位
12	春秋航空免费托运行李限额
15	提前多少时间去机场
1	已出机票，为什么办理不了值机
14	怎么报销？
15	如何推荐朋友下载航旅纵横
1	泰航怎么办理值机
14	你好，现在行程单是邮寄纸质的还是电子版的？
11	你好，能查询朋友帮我订机票吗？
15	我现在要退票推不掉，是携程网订的，在航宇纵横上手机值机的
15	值过机了，起飞前多久还可以托运行李
0	您好 我没定过机票为什么还会提醒我办理值机呢
15	登机牌丢失
14	行程结束报销需要电子登机牌
4	为什么我的手机号码改不了？
0	你说的界面没有可享服务页或行程详细页
0	热力图中我北京已点亮，为什么行程中没有该信息呢？
12	请问可以带打火机吗
7	四川航空付费升舱
1	座号从哪里选？
5	没有身份证怎么值机
4	添加护照
1	G5华夏航空在哪里办理登机
0	我的机票找不到了   可以用身份证查询几点的飞机吗
4	添加新护照显示姓名冲突，没法添加
12	天津航空，西安直飞伦敦，行李限额是多少
0	能查看别人的航班吗
1	已经网上值机还可以取消吗
15	需要餐食怎么预定
1	同行人添加？
15	怎么用里程买票
1	预留座位不可改选
14	我想索取机票回单位报销，怎么操作？
19	我要投诉
1	我在手机上帮同行人值机选座，这次为啥添加不了呢？，
12	为什么这躺飞机没有免费的托运
12	随身携带上飞机的行李重量
1	为同行的人预约座位，为什么提醒不能重复预约
0	你好，别人帮我定的南方航空的机票我自己为什么查询不到
4	请问怎么取消认证
1	川航怎么帮儿童办理值机
11	怎么订票？
0	手动添加的行程信息有误，如何修改？
4	输入44+手机号 收不到验证码
12	可以带一万毫安移动电源吗
12	有汁的菜可以带嘛
12	上海飞厦门可以携带几条香烟
12	飞机上能不能带水果？
1	为什么不支持选座
12	电脑可以托运吗？
12	28寸的行李箱可以托运吗
1	我本人操作提示非本人无法值机，
1	为什么我这航班不能选座
8	东航客服电话号码是多少？
11	往返机票在哪查
14	怎么办理报销凭证
15	我我是少数民族，能不能给我安排清真餐
14	怎样导出个人乘机凭证？谢谢了
4	为什么，每次我要添加证件，都是证件格式错误
0	从北京中转韩国在飞日本的航班为什么不显示？
12	化妆品携带
1	我的为什么不能值机
1	为什么我的座位号显示不出来
8	请问电话客服是多少号吗
1	你好我想请问我的票号是10位数，好像没发添加行程怎么办呢？
1	澳门航空的可以网上选座吗
1	航班保护不能在线值机
1	怎么取消预约选座
12	请问行李超重怎么办？
11	怎么查看是不是经停航班？
0	我以往飞行记录怎么才能显示出来？
0	为何国际行程没有显示？
0	我本人没有订今天从沈阳飞西安的机票，为什么在行程列表中有这个行程呢？客票号是8262501963205。能帮我查一下吗
5	哪些证件可以乘坐飞机
1	hu7475怎么取消值机
0	你好别人帮我预订的票我怎么显示在航旅纵横上呢
7	在哪里升仓啊？
12	刮胡刀可以带吗？
13	如何获取随行人员的登机牌信息
14	怎样开具发票
12	这趟航班，随机带多少行李？
1	常用联系人在哪
15	您好   我刚定的机票本来是7点多的  但是延误到9点40多    请问我们要几点到机场
19	Sb
4	怎么增加新护照
12	登机箱是多大
4	账号已经被认证 但是原来的账号忘记了怎么找回
19	你够了
0	没有订机票！怎么会有订单啊
1	航班取消了，我要取消值机
19	你们再不改善那些低端小问题 客户都跑了哟
20	哈尔滨机场国航金卡有休息室吗
20	WIFI租赁
0	常用联系人的行程怎么查询
12	飞机托运哪些东西不能带
1	选座什么时候正式开放
15	TT663今天航班取消了吗？
0	请问我明天的行程怎么不显示？
1	前提多长时间可以选座位
1	怎么取消他人值机
15	为什么查询到上限就查询不了了
8	有没有人工客服啊
12	托运可以带多少液体
11	能否购买机票？
0	行程没有更新
2	请问我的航旅口令怎么查
20	婴儿票
1	我的值机取消不掉
14	我的机票CZ8129在南航柜台不能打印行程单，怎么回事？报销用，在哪儿打印？
2	我2011兑换了提取码，没记下兑换码，我现在找不到了
15	这个在哪里
1	付费值机怎么取消
1	座位选好还用去窗口办理吗
5	儿童坐飞机需要户口本吗？
1	常用联系人在哪？
0	 可以用身份证查订单吗？
7	怎么办理升舱
1	如何坐飞机
12	能带上飞机的行李重量
1	国际航班可以提前选座吗？
1	飞香港不能值机吗
4	手机号码注销
4	护照信息怎么更改
8	你们有没有电话可以联系？
4	我的证件要修改
15	保险
1	手机值机是什么意思
14	打印发票需要什么材料
1	麻烦帮我取消座位预留信息！
4	注销后重新再申请应该不会有以前的账号信息了吧
1	如何为同行的朋友值机
1	为什么祥鹏航空选择不了座位
0	定了机票这边怎么没有显示呢
0	不小心删除行程，但是是忘记行程单了
1	预约选座可以比正常选座更快选到座位么
20	伤残证
5	婴儿坐飞机需要什么证件
15	Qq号不存在
12	从利雅得到吉达，托运的行李五天了都未找到，这个该怎么处理？
1	大人已经办好值机选好座位了 但是儿童不可以值机 孩子太小两岁半不能和大人分开坐的
1	小孩的要怎么值机？
7	怎样办理升舱？
12	化妆水可以带上飞机吗？
0	我没有买的行程为什么会出现在行程列表里
5	购买机票的身份证过期
1	CZ3965航班是什么时候可以值机？
1	常用联系人的页面，在哪里？
4	怎么能再次注册
1	国泰航空的航班提前多少小时才能办理网上值机？
1	儿童已经取消值机了，大人怎么取消不了？
12	路由器让不让带
5	幼儿有身份证还需要出生证明登机吗？
11	我的机票定了吗
1	如何取消添加的同行人？
12	蚊香液可以托运吗
11	跑买票吗
15	请问一般什么时候可以值机啊？
12	充电宝带多大毫安
15	我的卡包一直出现系统忙碌？
4	更换手机号
15	经停需要拿行李马
1	我想问一下，在这里选座后，去办理托运拿登机牌的时候座位和我选的是一样的吗
1	先值机还是先办理托运
4	账号 忘记
8	客服电话号码
8	你们客服电话多少，我找你们有个事情
1	L10472296，马雯，之前是希望能够帮助她值机，绑定之后发现没法值机，但又不能自己删除
12	锂电池规定
13	登机牌补
0	如何查询航班
14	如何查看发票快递信息
15	团体票自己可以提前选座位吗
20	行李在飞机上忘拿了
1	请问长安航空为什么不能值机
12	可以携带多少容量的香水上飞机
1	我值机了要改票，取消值机为何总不行啊，急死了，请帮忙
0	行程添加不上
15	但是航班延误太严重了，有事不能等，所以没有乘坐，怎么退票
4	为什么我用微信授权不能立刻认证
0	那个之前付了钱改签为什么机票显示提醒没变
13	弄了电子登机牌还可以凭身份证换取机票吗
13	手机值机后，为什么一直不显示电子登机牌
15	身份证丢失怎么办
11	怎么订机票
12	东方航空公司的托运行李额多人出行，行李重量是否能累计计算。
1	我的座位被修改了？？？
14	去年的机票怎么打印报销凭证呢
1	值机无法取消，错误51841
1	怎么选座位？
0	为什么定了机票查不到行程
1	怎样才知道已经开始选择座位了
4	身份证认证了怎么删除？
13	我怎么添加别人的电子机票？
1	找不到座位信息页
13	怎么看不懂电子登机牌了
1	在线值机时间
12	请问北部湾航空行礼多少公斤内免费
15	最晚托运时间
1	安全出口
1	在哪里预约选座
14	如何打印行程单
4	改手机号收不到验证码
5	孩子未带证件，如何乘机
13	值机二维码
4	忘记密码怎么办
17	亲
0	请问，2011年前的飞行纪录如何调取？
0	我想问问，我能提供别人名字和身份证号码，能查他的购票记录吗？
11	如果帮助别人买票
15	24日CA169查看手机值机为什么总显示连接超时，不能手机值机吗
8	有电话吗
20	怎么找失物招领
2	兑换口令怎么找不到了？
6	取消接送机
1	航班仓位等级不同不能值机
1	预约选座能添加几人
8	请问西部航空客服电话多少？
1	买机票多久可以选座
12	多少寸行李箱上飞机
15	怎样把软件分享给朋友
13	登机牌补打
1	我为什么我的选座的座位号变了
11	我给别人的买的700块钱的机票，现在写的乘机人是我，又是未使用
12	20寸行李箱20kg以下可以不托运吗
12	可以带充电宝上飞机吗？
0	我通过携程订的航班无法显示?
12	笔记本电脑可以托运吗
4	注销多久成功
4	你好，我的账户被他人占用是怎么回事
0	为什么我的国际航班没有显示？
0	没有去南昌的机票显示
18	额
1	非本人不能值机
0	我的来回机票出来这么久也不显示出来
1	FM9457什么时候正式开放选座
0	我定的机票为什么没有显示
12	请问办理值机以后，还可以到机场托运行李吗？
1	怎么在线选位
1	请问在哪里选我想要的座位呢
1	孩子证件为什么不能选座？
0	旧护照的行程没有导入
12	可以带2个充电宝
1	不可以选座？
13	我这有电子票了还要取票嘛
1	我想问一下如何帮别人在这里直机
12	菠萝蜜可以带吗
1	怎么取消选座
20	老人如何乘坐民航空机
0	请问怎么提取2011年的行程
1	为啥我不能取消值机
1	如何值机成功
1	我在APP取消不了值机
14	我18号有2个乘客值机，为什么只收到一个电子行程单
4	已经注销了，但为什么一直没有成功
12	滑板可以带上飞机吗
15	离线模式怎么开
3	我明天的飞机怎么现在显示登机
3	拥挤度是什么
12	樟脑丸可以放行李箱里吗
1	为什么值机失败
12	海航的行李限制是多少公斤？
17	嗨喽
15	我想要改机票
0	没有任何凭证怎么添加行程
1	改联系人
0	值机的人收不到任何信息
1	国行儿童值机
11	我定的21号深圳到上海的机票，为啥显示今晚的？
8	有在线客服嘛？
14	怎么报销
1	什么时间可以选座
4	我要删除认证身份证
12	可以带多少支香烟？
1	没看到预约选座？
0	行程添加不了
0	能查别人的购票记录吗？
11	你们可以订票么
0	国际航班怎么没有显示
1	为什么提示不能重复预约，然而之前并没有预约
1	输入正确的航班信息和个人护照信息后，为什么显示非本人行程
12	国际航班免费托运行李重量
1	请问10岁孩子怎么进行值机？
8	如果找人工服务啊
12	日抛隐形眼镜可以带几个
1	港澳航班 如何值机
0	为什么没有我的行程？
1	看看我的值机成功了吗？
0	国泰航空航空行程看不到
1	如何帮老人值机选座位，自己不在该航班
1	为什么不能自助选座了
1	抱歉，没有查询到可预约值机的行程
0	我今天的行程怎么看不见
12	手拎袋可以上飞机吗
12	喷雾可以托运吗
12	飞机可以带药吗
12	办理托运需要加费用吗
15	我要退票
1	一般靠近机翼的位子是几号
15	OPEN票怎么办理
10	常客卡是免费办理的吗？
12	请问从胡志明市到广州白云机场，托运一件行李不超5KG需要出拖运费吗？
1	为什么别人可以值机，我的不能
1	不能添加同行人怎么办？
3	前序航班延误，已经手机值机，可以晚去机场吗
0	已完成，但动态显示还是已登机
1	如何添加第二个乘客
12	网上值机好还能托运吗
4	微信认证不了
1	怎么换预定座位
12	托运行李额度
15	里程兑换机票
1	如何取消值机？
0	你好，可以查到我一年前的国际航线信息吗
11	小孩买票的规定
12	飞科电动剃须刀能带上飞机吗？
1	请问手机值机时间是在航班起飞前什么时间断
8	你们的客服电话
1	请问这个APP中如何预先选座位？
15	北京机场遗失物品电话
11	机票搜索
1	能帮我看一下我在线选座是否成功了吗
13	在哪里找已乘航班的电子登机牌？
1	我的航班取消了，我要改签，但值机不能取消，不能改签
0	飞行途中，航线无法查看
8	人工电话是多少
4	如何更改认证证件
12	乌龟能携带吗
13	给别人值机后的电子登机牌
19	你没回答我的提问。
0	我有一个2019年7月16日北京到韩国金浦的行程为什么不显示那
1	老是跳出非本人行程，不能值机
4	为什么我的身份认证失败
4	新护照不需上传照片吗？
15	连接超时
1	如何与儿童一起办理值机？
7	如果我在值机柜台直接升舱了 是不是就退款了
12	电池显示2.0Ah，可以上飞机吗
12	行李超额怎么办
8	人工客服
4	为什么输入身份证号码总是说格式不对
1	手机无法值机
1	机翼是哪一排
1	我想咨询一下，我的账户可不可以给同行的人办理值机
8	有客服人工电话吗
19	你奶奶的
11	我可以直接在这上面订机票吗？
15	什么时候值机
1	想添加孩子的信息 怎么添加啊
20	东西遗失在飞机上
1	办理贵宾卡
1	需要帮我取消值机
12	行李限制，禁带物品
1	经济舱锁定的座位不能什么时候能选
10	為什麼我不能添加常客卡
15	被限制了是什么意思
15	您好，请问飞机票可以改签吗
19	也不行
0	为什么我的风飞行记录只有16年以后的
15	为什么有的不支持里程累计
1	怎么在手机上选座
1	我要换位置
4	没有NFC功能验证不了身份证怎么办
20	婴儿乘机
1	无法选座
20	您好，我这个软件是给15岁的孩子下载的，他要去美国，为了出行方便，老师让下载的
13	网上值机哪里打印登机牌
12	止汗露可随身带吧
1	为什么不能帮别人选坐
7	到达目的地了，没有升舱，什么时候退款呢？
1	座位被换
5	你好，别人带我女儿（五岁儿童）乘坐飞机，女儿没办过身份证，只拿女儿的户口页可以登机吗？
15	特殊旅客
1	网上值机选座后，如果到达机场时已经停止办理值机，可以正常领取登机牌和托运行李吗
20	12周岁应该买儿童票还是成人票
1	请问常用联系人怎么删除？
1	中国航空CA1239可以手机选座不
4	你好想注销此账号
1	怎么取消不了值机
5	身份证丢失怎么乘机
1	找不到座位号
0	怎么查询航班信息
1	值机取消不了这么办
15	飞机延误了2小时，可以晚点去安检吗？
12	宠物托运
1	没有和我一起同行 可以帮忙选座位吗
4	我之前另一个号绑定过身份证   然后那个号注销了  为什么现在用不了航旅纵横
11	怎样购票
1	怎么帮别人选座
1	为什么自动值机了
4	注销账户受理
11	我能通过此APP预订机票吗？
12	你好，我想问一下怎么在线购买行李额
0	你好， Ruhr 看到 一七年以前的飞行
1	在线选座同行只能选三个人的?
3	你好请问10点50从银川到北京的航班取消了该成几点了
12	你好，充电宝必须托运吗
15	如何订素餐
0	国际航班可以查吗？
12	吹风机能托运吗
1	先安检还是先托运
4	一直收不到短信验证码
1	请问如何帮孩子一起选座？四川航空的机票，成都飞温哥华
1	儿童如何值机
12	前序航班延误，行李托运赶不上航班怎么办？
11	我如何在上面购票？
15	怎么累计里程
0	下面的机票为啥没显示
0	你好 请问行程上为什么会出现我没去过的地方？
0	国际航班能添加行程吗
0	我今年初去马尔代夫旅游的行程为什么没有提取出来？
0	你好可以查询其他人的机票么？
1	为什么座位会被锁定了
1	为什么小孩不能在App上值机？
20	重庆T3投诉电话
1	关闭值机服务，怎么取消值机
1	帮我取消值机吧！
12	充电宝可以随身携带吗
15	国际航班要提前多久到达机场
11	航旅纵横能订机票吗？
13	如何帮其他人取票
12	我的箱子可以上飞机吗
20	70岁以上老人乘机可以吗？
1	我用手机值机提示不能为非本人值机，但我是给我自己值机
12	多少尺寸的行李箱可以带上飞机
1	经济舱可以选座  8A吗
12	怎么在天津航空官网上购买行旅托运费
15	军人优先
4	身份证认证不了
